scenario,region,LandLeaf,1990,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,unit
"Reference,date=2024-26-10T11:33:32-04:00",South Africa,crops,82.2948062,58.295591,54.9200606,58.5689582,60.65007653,62.93191596,64.78167412,67.64173545,71.33960778,75.68051799,79.42991766,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",South Africa,forest (managed),16.30098,15.91873,17.99557,21.20988,22.5974568,24.4679431,26.2206038,28.1932702,30.1260876,31.8392857,33.2146993,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",South Africa,forest (unmanaged),0,0,0,0,0,0,0,0,0,0,0,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",South Africa,grass,174.83536,149.24963,170.08379,194.65445,194.21805,192.72426,191.36809,189.53601,187.44566,185.24363,183.20931,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",South Africa,otherarable,60.53413,97.97103,74.56554,37.96569,37.61257,36.89218,36.26612,35.38168,34.33378,33.19957,32.20009,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",South Africa,pasture (grazed),102.75692,104.60209,106.1727,100.07359,101.2535,107.99572,114.003,122.0173,130.8289,139.704,147.795,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",South Africa,pasture (other),722.09224,734.52275,732.95085,739.052,735.3088,726.5369,718.6973,708.2237,696.2613,683.6268,672.3213,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",South Africa,rock and desert,3.46152,3.40774,3.46987,3.54781,3.54781,3.54781,3.54781,3.54781,3.54781,3.54781,3.54781,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",South Africa,shrubs,53.02729,49.44684,52.51004,57.11291,56.9974,56.58922,56.2206,55.72699,55.1716,54.59389,54.0658,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",South Africa,urban,3.57575,5.46587,6.21158,6.69471,6.69471,6.69471,6.69471,6.69471,6.69471,6.69471,6.69471,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",South America_Northern,biomass,0,0,0,0,0,0.588233829,1.571888215,2.877631893,4.401257287,6.212537907,8.030959303,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",South America_Northern,crops,22.59345298,22.29518537,22.8306798,19.35712901,11.52261641,13.55156416,16.32999422,18.43952246,19.40257428,19.85404351,19.96264138,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",South America_Northern,forest (managed),1.82843642,2.82666092,3.40992244,2.91679034,2.9068331,3.07187059,3.35620464,3.61832774,3.83264083,3.99915313,4.11381392,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",South America_Northern,forest (unmanaged),901.0961086,901.3741731,900.2939751,900.2729561,910.8460271,908.8594801,905.5851071,901.6693241,898.3233001,895.6281001,893.7089241,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",South America_Northern,grass,187.67301,188.5797201,188.5563901,188.3822101,195.3724769,194.4070186,192.7844819,190.6516478,188.8333364,187.4880613,186.6513254,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",South America_Northern,otherarable,19.136903,16.209716,16.265672,20.07798,22.838066,22.271961,21.48479,20.734798,20.24,19.915491,19.740453,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",South America_Northern,pasture (grazed),54.71152221,64.65528461,88.15871152,78.62877842,57.15728997,59.2038175,63.00445201,68.88823978,74.15805686,77.80361776,79.76740072,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",South America_Northern,pasture (other),139.8411246,129.7458444,105.8454137,115.393278,124.0776238,122.8081011,120.7150087,118.0415682,115.8040322,114.147614,113.1056635,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",South America_Northern,rock and desert,3.11336202,3.14258202,3.14085202,3.13802202,3.13802202,3.13802202,3.13802202,3.13802202,3.13802202,3.13802202,3.13802202,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",South America_Northern,shrubs,8.77721,8.79316,8.72519,8.734041,9.042512,9.00008,8.931051,8.841912,8.767676,8.713886,8.681575,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",South America_Northern,tundra,5.5029,5.52168002,5.52217002,5.51976002,5.51976002,5.51976002,5.51976002,5.51976002,5.51976002,5.51976002,5.51976002,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",South America_Northern,urban,2.42496302,3.55476302,3.94973102,4.27827102,4.27827102,4.27827102,4.27827102,4.27827102,4.27827102,4.27827102,4.27827102,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",South America_Southern,biomass,0,0,0,0,0,1.449713632,4.069921052,7.857368323,13.79060858,22.55101338,31.89051294,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",South America_Southern,crops,112.5239528,149.1067594,171.782334,192.2356046,200.0873904,211.336297,218.5350353,226.1532168,234.6380387,243.8884825,251.482978,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",South America_Southern,forest (managed),33.32783418,60.866286,75.7496302,88.2486911,93.67943259,99.22433382,104.0471063,108.8700375,113.3619451,117.3312473,120.4908161,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",South America_Southern,forest (unmanaged),1406.29764,1359.318432,1337.868925,1314.596408,1307.416574,1297.943386,1290.29796,1282.090224,1273.101061,1263.15582,1254.049849,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",South America_Southern,grass,652.002311,636.809417,619.055347,604.727017,601.4603198,596.7996913,593.1277493,589.3324736,585.1926935,580.5865052,576.3277556,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",South America_Southern,otherarable,44.14334521,27.5454891,26.035685,35.7438723,35.38268621,34.55182397,33.96804445,33.34356338,32.6525781,31.88202832,31.20989621,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",South America_Southern,pasture (grazed),69.11999205,101.0476585,115.1363979,134.5553296,141.6637421,152.6952748,160.9866906,168.6051871,175.6537091,182.4283622,188.7103626,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",South America_Southern,pasture (other),902.7472671,896.0356366,892.4141987,877.8100981,869.2008151,856.3644519,846.4888189,836.4668508,825.6173229,813.6256469,802.6241731,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",South America_Southern,rock and desert,391.095808,387.84162,386.6895,385.5293,385.5293,385.5293,385.5293,385.5293,385.5293,385.5293,385.5293,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",South America_Southern,shrubs,165.9900863,160.59977,157.16081,151.2944,150.3220891,148.846521,147.6908007,146.493463,145.2029561,143.7624276,142.4253226,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",South America_Southern,tundra,135.8023642,131.89863,128.42063,124.96,124.96,124.96,124.96,124.96,124.96,124.96,124.96,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",South America_Southern,urban,4.55876551,6.54106,7.29809,7.90962,7.90962,7.90962,7.90962,7.90962,7.90962,7.90962,7.90962,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",South Asia,biomass,0,0,0,0,0,0.381249548,1.29163042,2.606053331,4.462709219,7.127416469,9.915983572,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",South Asia,crops,157.7831361,158.6985417,157.4245357,157.4473738,161.5560942,165.2630926,170.1351296,176.0462356,180.7071819,184.3673136,186.9459722,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",South Asia,forest (managed),9.7751615,11.8347553,11.9548828,11.8459982,12.5579844,13.2186785,13.8769573,14.4106203,14.8313035,15.1628889,15.4311001,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",South Asia,forest (unmanaged),129.2120641,131.2367908,131.3555986,131.0687804,126.4395514,121.9604954,116.2792534,111.2787884,107.1142034,103.4312394,100.3824594,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",South Asia,grass,93.2075101,92.9754711,93.5170111,94.0687011,90.9715601,87.7609061,83.4404881,79.3765451,75.9760271,73.0119261,70.5528691,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",South Asia,otherarable,59.35017,53.09456,52.98511,52.34646,49.47731,46.27799,41.81452,37.22959,33.36924,30.01912,27.27785,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",South Asia,pasture (grazed),77.289892,88.162482,92.3916098,104.5860727,121.305343,139.052531,162.205388,181.895251,197.610069,210.45083,220.782972,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",South Asia,pasture (other),253.2791795,243.3792276,239.19612,227.0304108,220.5263768,213.6713618,204.8395708,196.8102758,190.3465268,184.9247608,180.5695098,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",South Asia,rock and desert,67.931151,67.770651,67.900141,67.691351,67.691351,67.691351,67.691351,67.691351,67.691351,67.691351,67.691351,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",South Asia,shrubs,154.81673,155.09442,155.18739,155.34259,150.90206,146.14983,139.85314,134.08288,129.31852,125.24072,121.87739,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",South Asia,tundra,22.26699,21.95502,21.95757,21.96076,21.96076,21.96076,21.96076,21.96076,21.96076,21.96076,21.96076,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",South Asia,urban,1.5978713,2.3080602,2.6396702,3.1217501,3.1217501,3.1217501,3.1217501,3.1217501,3.1217501,3.1217501,3.1217501,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",South Korea,biomass,0,0,0,0,0,0.571900542,1.163701715,1.699251931,2.62701495,4.29118489,5.97204632,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",South Korea,crops,20.52840452,17.78107012,16.71952232,15.60607954,16.02519778,16.04499756,15.85065125,15.71496299,15.55967104,15.3768679,15.05204696,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",South Korea,forest (managed),5.600632,12.691371,15.660106,20.83841,21.41543,21.77399,22.02076,22.20994,22.25381,22.09134,21.8418,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",South Korea,forest (unmanaged),24.037047,17.69691,15.026318,9.984484,9.819572,9.662188,9.554822,9.456918,9.322107,9.105515,8.923602,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",South Korea,grass,9.66346,9.40015,9.72,9.65164,9.50256,9.36028,9.26323,9.17472,9.05286,8.85706,8.69261,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",South Korea,otherarable,0,0,0,0.74112,0.712396,0.69175,0.681092,0.670706,0.655875,0.630998,0.61276,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",South Korea,pasture (grazed),0.553609,0.450712,0.458578,0.458588,0.474505,0.483255,0.489788,0.494977,0.497088,0.494437,0.49071,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",South Korea,pasture (other),0.02913737,0.02372163,0.02413565,0.02413618,0.02345768,0.02285428,0.02244598,0.02208138,0.02160648,0.02087958,0.02028448,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",South Korea,shrubs,38.63207,40.36526,40.63517,40.79767,40.12897,39.49087,39.05557,38.65857,38.11207,37.23387,36.49627,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",South Korea,urban,1.80568,2.44084,2.60611,2.7479,2.7479,2.7479,2.7479,2.7479,2.7479,2.7479,2.7479,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",Southeast Asia,biomass,0,0,0,0,0,4.911352351,12.09622279,20.09724953,29.88175202,41.91100231,54.05029464,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",Southeast Asia,crops,536.0209677,625.737019,683.9285609,724.5503857,758.712501,787.4038945,812.8683956,834.7998621,855.0680418,875.5440611,889.3624761,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",Southeast Asia,forest (managed),113.4207061,115.190189,134.2717537,147.7652128,153.576082,160.3168538,166.2641888,171.7718303,176.4710535,180.3068071,183.5355479,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",Southeast Asia,forest (unmanaged),1890.494882,1856.152009,1804.38152,1759.465951,1725.401064,1691.037676,1658.271704,1628.155272,1598.672551,1567.955735,1543.211786,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",Southeast Asia,grass,467.5696379,444.7828179,431.4917179,419.6743779,412.5691249,405.3800939,398.4999929,392.1398019,386.0302259,379.7651299,374.6394219,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",Southeast Asia,otherarable,78.3502326,24.9390129,10.83121039,11.80478219,11.50691447,11.16317914,10.81755708,10.51519242,10.20517118,9.86777443,9.59377553,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",Southeast Asia,pasture (grazed),47.1067685,60.8316529,60.6206334,60.4116004,62.39768453,64.40509643,66.21761768,67.91536696,69.39959805,70.71706029,71.93476012,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",Southeast Asia,pasture (other),2.479304259,3.201657624,3.190556683,3.179556844,3.026425718,2.884534498,2.758470564,2.650571085,2.552194622,2.456171082,2.38149297,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",Southeast Asia,rock and desert,0.6305599,0.6014799,0.5909499,0.5416798,0.5416798,0.5416798,0.5416798,0.5416798,0.5416798,0.5416798,0.5416798,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",Southeast Asia,shrubs,16.446629,15.565478,15.299018,14.9276179,14.58803522,14.27663077,13.98412592,13.73386872,13.49770359,13.25565332,13.06944945,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",Southeast Asia,tundra,1.73325,1.73325,1.73324,1.73324,1.73324,1.73324,1.73324,1.73324,1.73324,1.73324,1.73324,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",Southeast Asia,urban,12.5177179,18.03610689,20.43182688,22.71653688,22.71653688,22.71653688,22.71653688,22.71653688,22.71653688,22.71653688,22.71653688,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",Taiwan,biomass,0,0,0,0,0,0.013786655,0.032890813,0.057522177,0.124260406,0.319378881,0.548376257,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",Taiwan,crops,5.658474868,4.902860003,4.904328873,4.906792068,4.942052361,4.909658651,4.81960423,4.736445659,4.63950592,4.540515114,4.42418498,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",Taiwan,forest (managed),6.47187541,6.30827934,6.03816434,6.7451652,6.9713233,7.1753028,7.3415138,7.5130824,7.6493462,7.7133917,7.7294835,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",Taiwan,forest (unmanaged),12.81933434,12.47154562,12.62976163,11.84224896,11.73307196,11.65211691,11.60811632,11.55973652,11.51595739,11.45234479,11.40118564,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",Taiwan,grass,2.14885,1.907664,1.870269,1.846716,1.831567,1.820337,1.814232,1.807532,1.801469,1.792656,1.785568,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",Taiwan,otherarable,0,0,0,0,0,0,0,0,0,0,0,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",Taiwan,pasture (grazed),1.13802527,0.718336293,0.658823886,0.677746388,0.707960045,0.737210055,0.758073275,0.772198059,0.780805738,0.786610843,0.790763456,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",Taiwan,pasture (other),5.51515576,6.99904071,7.05635188,7.03745742,6.87139515,6.74987927,6.68437187,6.61282518,6.54848457,6.45565762,6.38159294,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",Taiwan,shrubs,0.07548764,0.06414894,0.07241014,0.07037984,0.06913864,0.06821854,0.06771834,0.06716934,0.06667264,0.06595054,0.06536974,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",Taiwan,urban,1.47278,1.92812,2.06989,2.17348,2.17348,2.17348,2.17348,2.17348,2.17348,2.17348,2.17348,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",USA,biomass,0,0,0,0,0,13.14186712,31.05903379,51.8409448,81.92632426,129.703254,179.7444981,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",USA,crops,1197.348121,1204.93496,1160.577293,1153.31806,1186.589214,1216.093639,1235.767646,1256.92572,1293.316738,1353.569742,1399.914007,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",USA,forest (managed),1478.731717,1427.432901,1249.989227,1283.499245,1333.93563,1377.434447,1420.005516,1463.562356,1500.780242,1526.25579,1545.263389,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",USA,forest (unmanaged),701.089636,772.6753969,975.6240643,961.1494542,943.5860726,925.3817619,908.2236232,890.1263788,869.621527,845.1735923,824.016557,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",USA,grass,1103.25456,1188.26958,1185.61029,1202.20147,1189.181203,1175.884199,1163.699232,1150.694661,1134.996188,1114.776024,1097.222339,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",USA,otherarable,670.4896562,473.5009706,424.789659,354.7755141,345.9747082,336.5912204,327.8070767,318.6035004,307.604507,293.6637746,281.5918672,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",USA,pasture (grazed),187.7440115,67.6287621,66.9292542,114.0697431,118.4297065,124.1440856,129.2785262,134.0429158,138.2559113,141.8815385,145.3132404,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",USA,pasture (other),2186.669116,2369.242088,2427.277009,2408.359594,2362.653391,2315.12802,2271.403241,2225.131272,2168.512006,2094.8152,2031.192335,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",USA,rock and desert,145.74387,145.27719,145.42728,145.57089,145.57089,145.57089,145.57089,145.57089,145.57089,145.57089,145.57089,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",USA,shrubs,972.599622,975.434832,980.930701,986.8073,983.831247,980.381513,976.937912,973.251691,969.168046,964.34326,959.923403,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",USA,tundra,391.75199,383.32132,382.40644,381.15627,381.15627,381.15627,381.15627,381.15627,381.15627,381.15627,381.15627,thous km2
"Reference,date=2024-26-10T11:33:32-04:00",USA,urban,89.9385,117.64165,125.79919,134.45224,134.45224,134.45224,134.45224,134.45224,134.45224,134.45224,134.45224,thous km2
