# File: FAO_fodder_Prod_t_HA_ha_PRODSTAT_2011.csv
# Title: FAO fodder crops production and area before 2011
# Units: tonne and ha
# Description:  Data from GCAM 5.4 as FAO discontinued the data
# Data source: FAOSTAT (main domain:NA FAO.udpate:)
# Date of CSV last update: 2023-08-08
# Column types: icicincic
# ----------
area_code,item,item_code,element,year,value,area,element_code,unit
212,Leguminous for Silage,643,Production,1961,,Syrian Arab Republic,5510,tonnes
212,Maize for forage and silage,636,Production,1961,,Syrian Arab Republic,5510,tonnes
208,Beets for Fodder,647,Production,1961,,Tajikistan,5510,tonnes
208,forage Products,651,Production,1961,,Tajikistan,5510,tonnes
208,Grasses Nes for forage;Sil,639,Production,1961,,Tajikistan,5510,tonnes
208,Maize for forage and silage,636,Production,1961,,Tajikistan,5510,tonnes
208,Pumpkins for Fodder,645,Production,1961,,Tajikistan,5510,tonnes
208,Vegetables Roots Fodder,655,Production,1961,,Tajikistan,5510,tonnes
216,forage Products,651,Production,1961,,Thailand,5510,tonnes
154,Alfalfa for forage and silage,641,Production,1961,,North Macedonia,5510,tonnes
154,Beets for Fodder,647,Production,1961,,North Macedonia,5510,tonnes
154,Clover for forage and silage,640,Production,1961,,North Macedonia,5510,tonnes
154,Leguminous for Silage,643,Production,1961,,North Macedonia,5510,tonnes
154,Maize for forage and silage,636,Production,1961,,North Macedonia,5510,tonnes
222,Pumpkins for Fodder,645,Production,1961,,Tunisia,5510,tonnes
223,Alfalfa for forage and silage,641,Production,1961,850000,Turkey,5510,tonnes
223,Beets for Fodder,647,Production,1961,14000,Turkey,5510,tonnes
223,Leguminous for Silage,643,Production,1961,300000,Turkey,5510,tonnes
223,Maize for forage and silage,636,Production,1961,75000,Turkey,5510,tonnes
213,Grasses Nes for forage;Sil,639,Production,1961,,Turkmenistan,5510,tonnes
213,Maize for forage and silage,636,Production,1961,,Turkmenistan,5510,tonnes
213,Pumpkins for Fodder,645,Production,1961,,Turkmenistan,5510,tonnes
213,Vegetables Roots Fodder,655,Production,1961,,Turkmenistan,5510,tonnes
230,Beets for Fodder,647,Production,1961,,Ukraine,5510,tonnes
230,forage Products,651,Production,1961,,Ukraine,5510,tonnes
230,Maize for forage and silage,636,Production,1961,,Ukraine,5510,tonnes
230,Pumpkins for Fodder,645,Production,1961,,Ukraine,5510,tonnes
230,Vegetables Roots Fodder,655,Production,1961,,Ukraine,5510,tonnes
225,Alfalfa for forage and silage,641,Production,1961,,United Arab Emirates,5510,tonnes
225,Grasses Nes for forage;Sil,639,Production,1961,,United Arab Emirates,5510,tonnes
229,Beets for Fodder,647,Production,1961,,United Kingdom of Great Britain and Northern Ireland,5510,tonnes
229,Cabbage for Fodder,644,Production,1961,,United Kingdom of Great Britain and Northern Ireland,5510,tonnes
229,Leguminous for Silage,643,Production,1961,,United Kingdom of Great Britain and Northern Ireland,5510,tonnes
229,Maize for forage and silage,636,Production,1961,,United Kingdom of Great Britain and Northern Ireland,5510,tonnes
229,Pumpkins for Fodder,645,Production,1961,,United Kingdom of Great Britain and Northern Ireland,5510,tonnes
229,Turnips for Fodder,646,Production,1961,,United Kingdom of Great Britain and Northern Ireland,5510,tonnes
231,Alfalfa for forage and silage,641,Production,1961,60732100,United States of America,5510,tonnes
231,Grasses Nes for forage;Sil,639,Production,1961,45369000,United States of America,5510,tonnes
231,Green Oilseeds for Silage,642,Production,1961,,United States of America,5510,tonnes
231,Maize for forage and silage,636,Production,1961,59931900,United States of America,5510,tonnes
231,Pumpkins for Fodder,645,Production,1961,,United States of America,5510,tonnes
231,Sorghum for forage and silage,637,Production,1961,11797900,United States of America,5510,tonnes
228,forage Products,651,Production,1961,,USSR,5510,tonnes
228,Maize for forage and silage,636,Production,1961,309300000,USSR,5510,tonnes
228,Pumpkins for Fodder,645,Production,1961,,USSR,5510,tonnes
228,Vegetables Roots Fodder,655,Production,1961,21880000,USSR,5510,tonnes
235,Maize for forage and silage,636,Production,1961,,Uzbekistan,5510,tonnes
235,Pumpkins for Fodder,645,Production,1961,,Uzbekistan,5510,tonnes
235,Vegetables Roots Fodder,655,Production,1961,,Uzbekistan,5510,tonnes
237,Vegetables Roots Fodder,655,Production,1961,275000,Viet Nam,5510,tonnes
249,Alfalfa for forage and silage,641,Production,1961,30000,Yemen,5510,tonnes
249,forage Products,651,Production,1961,3000,Yemen,5510,tonnes
249,Grasses Nes for forage;Sil,639,Production,1961,,Yemen,5510,tonnes
249,Sorghum for forage and silage,637,Production,1961,,Yemen,5510,tonnes
248,Alfalfa for forage and silage,641,Production,1961,1320000,Yugoslav SFR,5510,tonnes
248,Beets for Fodder,647,Production,1961,1050000,Yugoslav SFR,5510,tonnes
248,Clover for forage and silage,640,Production,1961,999000,Yugoslav SFR,5510,tonnes
248,Leguminous for Silage,643,Production,1961,,Yugoslav SFR,5510,tonnes
248,Maize for forage and silage,636,Production,1961,1500000,Yugoslav SFR,5510,tonnes
248,Pumpkins for Fodder,645,Production,1961,1750000,Yugoslav SFR,5510,tonnes
3,Alfalfa for forage and silage,641,Production,1962,55500,Albania,5510,tonnes
3,Clover for forage and silage,640,Production,1962,,Albania,5510,tonnes
3,Maize for forage and silage,636,Production,1962,125000,Albania,5510,tonnes
4,Alfalfa for forage and silage,641,Production,1962,,Algeria,5510,tonnes
4,Beets for Fodder,647,Production,1962,,Algeria,5510,tonnes
4,Clover for forage and silage,640,Production,1962,,Algeria,5510,tonnes
4,forage Products,651,Production,1962,,Algeria,5510,tonnes
4,Maize for forage and silage,636,Production,1962,,Algeria,5510,tonnes
9,Alfalfa for forage and silage,641,Production,1962,43185000,Argentina,5510,tonnes
9,Clover for forage and silage,640,Production,1962,,Argentina,5510,tonnes
9,Grasses Nes for forage;Sil,639,Production,1962,3214000,Argentina,5510,tonnes
9,Maize for forage and silage,636,Production,1962,10552000,Argentina,5510,tonnes
9,Rye grass for forage & silage,638,Production,1962,6299000,Argentina,5510,tonnes
9,Sorghum for forage and silage,637,Production,1962,28299000,Argentina,5510,tonnes
1,forage Products,651,Production,1962,,Armenia,5510,tonnes
1,Grasses Nes for forage;Sil,639,Production,1962,,Armenia,5510,tonnes
1,Maize for forage and silage,636,Production,1962,,Armenia,5510,tonnes
1,Vegetables Roots Fodder,655,Production,1962,,Armenia,5510,tonnes
10,Alfalfa for forage and silage,641,Production,1962,1310000,Australia,5510,tonnes
10,forage Products,651,Production,1962,2000000,Australia,5510,tonnes
10,Grasses Nes for forage;Sil,639,Production,1962,,Australia,5510,tonnes
10,Pumpkins for Fodder,645,Production,1962,,Australia,5510,tonnes
11,Alfalfa for forage and silage,641,Production,1962,411436,Austria,5510,tonnes
11,Beets for Fodder,647,Production,1962,,Austria,5510,tonnes
11,Clover for forage and silage,640,Production,1962,1171980,Austria,5510,tonnes
11,forage Products,651,Production,1962,,Austria,5510,tonnes
11,Grasses Nes for forage;Sil,639,Production,1962,5950690,Austria,5510,tonnes
11,Green Oilseeds for Silage,642,Production,1962,,Austria,5510,tonnes
11,Maize for forage and silage,636,Production,1962,1032480,Austria,5510,tonnes
11,Vegetables Roots Fodder,655,Production,1962,,Austria,5510,tonnes
52,forage Products,651,Production,1962,,Azerbaijan,5510,tonnes
52,Maize for forage and silage,636,Production,1962,,Azerbaijan,5510,tonnes
52,Pumpkins for Fodder,645,Production,1962,,Azerbaijan,5510,tonnes
52,Vegetables Roots Fodder,655,Production,1962,,Azerbaijan,5510,tonnes
13,Alfalfa for forage and silage,641,Production,1962,,Bahrain,5510,tonnes
16,forage Products,651,Production,1962,290000,Bangladesh,5510,tonnes
14,forage Products,651,Production,1962,,Barbados,5510,tonnes
57,forage Products,651,Production,1962,,Belarus,5510,tonnes
57,Maize for forage and silage,636,Production,1962,,Belarus,5510,tonnes
57,Pumpkins for Fodder,645,Production,1962,,Belarus,5510,tonnes
57,Vegetables Roots Fodder,655,Production,1962,,Belarus,5510,tonnes
255,Alfalfa for forage and silage,641,Production,1962,,Belgium,5510,tonnes
255,Beets for Fodder,647,Production,1962,,Belgium,5510,tonnes
255,Cabbage for Fodder,644,Production,1962,,Belgium,5510,tonnes
255,Carrots for Fodder,648,Production,1962,,Belgium,5510,tonnes
255,Clover for forage and silage,640,Production,1962,,Belgium,5510,tonnes
255,Grasses Nes for forage;Sil,639,Production,1962,,Belgium,5510,tonnes
255,Maize for forage and silage,636,Production,1962,,Belgium,5510,tonnes
255,Pumpkins for Fodder,645,Production,1962,,Belgium,5510,tonnes
255,Turnips for Fodder,646,Production,1962,,Belgium,5510,tonnes
15,Alfalfa for forage and silage,641,Production,1962,,Belgium-Luxembourg,5510,tonnes
15,Beets for Fodder,647,Production,1962,3401220,Belgium-Luxembourg,5510,tonnes
15,Clover for forage and silage,640,Production,1962,,Belgium-Luxembourg,5510,tonnes
15,forage Products,651,Production,1962,6000000,Belgium-Luxembourg,5510,tonnes
15,Maize for forage and silage,636,Production,1962,,Belgium-Luxembourg,5510,tonnes
15,Pumpkins for Fodder,645,Production,1962,,Belgium-Luxembourg,5510,tonnes
19,Alfalfa for forage and silage,641,Production,1962,128000,Bolivia (Plurinational State of),5510,tonnes
19,Grasses Nes for forage;Sil,639,Production,1962,95000,Bolivia (Plurinational State of),5510,tonnes
19,Sorghum for forage and silage,637,Production,1962,,Bolivia (Plurinational State of),5510,tonnes
80,Alfalfa for forage and silage,641,Production,1962,,Bosnia and Herzegovina,5510,tonnes
80,Beets for Fodder,647,Production,1962,,Bosnia and Herzegovina,5510,tonnes
80,Clover for forage and silage,640,Production,1962,,Bosnia and Herzegovina,5510,tonnes
80,Maize for forage and silage,636,Production,1962,,Bosnia and Herzegovina,5510,tonnes
27,Alfalfa for forage and silage,641,Production,1962,792782,Bulgaria,5510,tonnes
27,Beets for Fodder,647,Production,1962,304440,Bulgaria,5510,tonnes
27,Clover for forage and silage,640,Production,1962,12373,Bulgaria,5510,tonnes
27,Grasses Nes for forage;Sil,639,Production,1962,408925,Bulgaria,5510,tonnes
27,Leguminous for Silage,643,Production,1962,110067,Bulgaria,5510,tonnes
27,Maize for forage and silage,636,Production,1962,3086410,Bulgaria,5510,tonnes
27,Vegetables Roots Fodder,655,Production,1962,,Bulgaria,5510,tonnes
33,Grasses Nes for forage;Sil,639,Production,1962,18600000,Canada,5510,tonnes
33,Maize for forage and silage,636,Production,1962,5380000,Canada,5510,tonnes
33,Pumpkins for Fodder,645,Production,1962,,Canada,5510,tonnes
33,Vegetables Roots Fodder,655,Production,1962,,Canada,5510,tonnes
40,Alfalfa for forage and silage,641,Production,1962,,Chile,5510,tonnes
40,Cabbage for Fodder,644,Production,1962,,Chile,5510,tonnes
40,Clover for forage and silage,640,Production,1962,,Chile,5510,tonnes
40,forage Products,651,Production,1962,,Chile,5510,tonnes
40,Grasses Nes for forage;Sil,639,Production,1962,,Chile,5510,tonnes
40,Maize for forage and silage,636,Production,1962,,Chile,5510,tonnes
40,Pumpkins for Fodder,645,Production,1962,,Chile,5510,tonnes
351,forage Products,651,Production,1962,,,,
98,Alfalfa for forage and silage,641,Production,1962,,Croatia,5510,tonnes
98,Beets for Fodder,647,Production,1962,,Croatia,5510,tonnes
98,Clover for forage and silage,640,Production,1962,,Croatia,5510,tonnes
98,Maize for forage and silage,636,Production,1962,,Croatia,5510,tonnes
50,Alfalfa for forage and silage,641,Production,1962,2350,Cyprus,5510,tonnes
50,forage Products,651,Production,1962,43300,Cyprus,5510,tonnes
50,Grasses Nes for forage;Sil,639,Production,1962,7200,Cyprus,5510,tonnes
50,Leguminous for Silage,643,Production,1962,23500,Cyprus,5510,tonnes
50,Maize for forage and silage,636,Production,1962,900,Cyprus,5510,tonnes
167,Alfalfa for forage and silage,641,Production,1962,,Czechia,5510,tonnes
167,Beets for Fodder,647,Production,1962,,Czechia,5510,tonnes
167,Clover for forage and silage,640,Production,1962,,Czechia,5510,tonnes
167,Maize for forage and silage,636,Production,1962,,Czechia,5510,tonnes
167,Pumpkins for Fodder,645,Production,1962,,Czechia,5510,tonnes
167,Turnips for Fodder,646,Production,1962,,Czechia,5510,tonnes
51,Alfalfa for forage and silage,641,Production,1962,,Czechoslovakia,5510,tonnes
51,Beets for Fodder,647,Production,1962,,Czechoslovakia,5510,tonnes
51,Clover for forage and silage,640,Production,1962,,Czechoslovakia,5510,tonnes
51,Grasses Nes for forage;Sil,639,Production,1962,5000000,Czechoslovakia,5510,tonnes
51,Leguminous for Silage,643,Production,1962,406000,Czechoslovakia,5510,tonnes
51,Maize for forage and silage,636,Production,1962,8611000,Czechoslovakia,5510,tonnes
51,Pumpkins for Fodder,645,Production,1962,,Czechoslovakia,5510,tonnes
54,Alfalfa for forage and silage,641,Production,1962,,Denmark,5510,tonnes
54,Beets for Fodder,647,Production,1962,7800000,Denmark,5510,tonnes
54,Carrots for Fodder,648,Production,1962,,Denmark,5510,tonnes
54,Clover for forage and silage,640,Production,1962,,Denmark,5510,tonnes
54,forage Products,651,Production,1962,,Denmark,5510,tonnes
54,Grasses Nes for forage;Sil,639,Production,1962,,Denmark,5510,tonnes
54,Maize for forage and silage,636,Production,1962,,Denmark,5510,tonnes
54,Rye grass for forage & silage,638,Production,1962,,Denmark,5510,tonnes
54,Swedes for Fodder,649,Production,1962,,Denmark,5510,tonnes
59,Clover for forage and silage,640,Production,1962,,Egypt,5510,tonnes
63,Alfalfa for forage and silage,641,Production,1962,,Estonia,5510,tonnes
63,Clover for forage and silage,640,Production,1962,,Estonia,5510,tonnes
63,forage Products,651,Production,1962,,Estonia,5510,tonnes
63,Grasses Nes for forage;Sil,639,Production,1962,,Estonia,5510,tonnes
63,Maize for forage and silage,636,Production,1962,,Estonia,5510,tonnes
63,Pumpkins for Fodder,645,Production,1962,,Estonia,5510,tonnes
63,Vegetables Roots Fodder,655,Production,1962,,Estonia,5510,tonnes
238,Vegetables Roots Fodder,655,Production,1962,,Ethiopia,5510,tonnes
67,Pumpkins for Fodder,645,Production,1962,,Finland,5510,tonnes
67,Swedes for Fodder,649,Production,1962,,Finland,5510,tonnes
68,Alfalfa for forage and silage,641,Production,1962,,France,5510,tonnes
68,Beets for Fodder,647,Production,1962,,France,5510,tonnes
68,Cabbage for Fodder,644,Production,1962,,France,5510,tonnes
68,Carrots for Fodder,648,Production,1962,,France,5510,tonnes
68,Clover for forage and silage,640,Production,1962,,France,5510,tonnes
68,Grasses Nes for forage;Sil,639,Production,1962,,France,5510,tonnes
68,Green Oilseeds for Silage,642,Production,1962,,France,5510,tonnes
68,Leguminous for Silage,643,Production,1962,,France,5510,tonnes
68,Maize for forage and silage,636,Production,1962,12000000,France,5510,tonnes
68,Pumpkins for Fodder,645,Production,1962,,France,5510,tonnes
68,Rye grass for forage & silage,638,Production,1962,,France,5510,tonnes
68,Sorghum for forage and silage,637,Production,1962,,France,5510,tonnes
68,Swedes for Fodder,649,Production,1962,,France,5510,tonnes
68,Turnips for Fodder,646,Production,1962,,France,5510,tonnes
68,Vegetables Roots Fodder,655,Production,1962,,France,5510,tonnes
73,forage Products,651,Production,1962,,Georgia,5510,tonnes
73,Grasses Nes for forage;Sil,639,Production,1962,,Georgia,5510,tonnes
73,Maize for forage and silage,636,Production,1962,,Georgia,5510,tonnes
73,Vegetables Roots Fodder,655,Production,1962,,Georgia,5510,tonnes
79,Alfalfa for forage and silage,641,Production,1962,1413720,Germany,5510,tonnes
79,Beets for Fodder,647,Production,1962,25615500,Germany,5510,tonnes
79,Carrots for Fodder,648,Production,1962,66356,Germany,5510,tonnes
79,Clover for forage and silage,640,Production,1962,3371020,Germany,5510,tonnes
79,forage Products,651,Production,1962,,Germany,5510,tonnes
79,Grasses Nes for forage;Sil,639,Production,1962,,Germany,5510,tonnes
79,Green Oilseeds for Silage,642,Production,1962,,Germany,5510,tonnes
79,Leguminous for Silage,643,Production,1962,2785270,Germany,5510,tonnes
79,Maize for forage and silage,636,Production,1962,11822700,Germany,5510,tonnes
79,Pumpkins for Fodder,645,Production,1962,,Germany,5510,tonnes
79,Rye grass for forage & silage,638,Production,1962,,Germany,5510,tonnes
79,Turnips for Fodder,646,Production,1962,2996480,Germany,5510,tonnes
79,Vegetables Roots Fodder,655,Production,1962,550000,Germany,5510,tonnes
84,Grasses Nes for forage;Sil,639,Production,1962,,Greece,5510,tonnes
84,Leguminous for Silage,643,Production,1962,,Greece,5510,tonnes
84,Maize for forage and silage,636,Production,1962,,Greece,5510,tonnes
84,Sorghum for forage and silage,637,Production,1962,,Greece,5510,tonnes
86,forage Products,651,Production,1962,,Grenada,5510,tonnes
95,Beets for Fodder,647,Production,1962,,Honduras,5510,tonnes
97,Alfalfa for forage and silage,641,Production,1962,,Hungary,5510,tonnes
97,Clover for forage and silage,640,Production,1962,370000,Hungary,5510,tonnes
97,Grasses Nes for forage;Sil,639,Production,1962,1770000,Hungary,5510,tonnes
97,Leguminous for Silage,643,Production,1962,1400000,Hungary,5510,tonnes
97,Maize for forage and silage,636,Production,1962,4300000,Hungary,5510,tonnes
97,Pumpkins for Fodder,645,Production,1962,,Hungary,5510,tonnes
97,Sorghum for forage and silage,637,Production,1962,,Hungary,5510,tonnes
97,Turnips for Fodder,646,Production,1962,878400,Hungary,5510,tonnes
97,Vegetables Roots Fodder,655,Production,1962,150000,Hungary,5510,tonnes
99,Pumpkins for Fodder,645,Production,1962,,Iceland,5510,tonnes
100,forage Products,651,Production,1962,76160000,India,5510,tonnes
102,Alfalfa for forage and silage,641,Production,1962,2575000,Iran (Islamic Republic of),5510,tonnes
102,Clover for forage and silage,640,Production,1962,103000,Iran (Islamic Republic of),5510,tonnes
102,forage Products,651,Production,1962,443000,Iran (Islamic Republic of),5510,tonnes
103,Alfalfa for forage and silage,641,Production,1962,210000,Iraq,5510,tonnes
103,Clover for forage and silage,640,Production,1962,730000,Iraq,5510,tonnes
103,forage Products,651,Production,1962,,Iraq,5510,tonnes
103,Leguminous for Silage,643,Production,1962,11500,Iraq,5510,tonnes
104,Beets for Fodder,647,Production,1962,1382200,Ireland,5510,tonnes
