# File: FAO_fodder_Prod_t_HA_ha_PRODSTAT_2011.csv
# Title: FAO fodder crops production and area before 2011
# Units: tonne and ha
# Description:  Data from GCAM 5.4 as FAO discontinued the data
# Data source: FAOSTAT (main domain:NA FAO.udpate:)
# Date of CSV last update: 2023-08-08
# Column types: icicincic
# ----------
area_code,item,item_code,element,year,value,area,element_code,unit
167,Turnips for Fodder,646,Area harvested,1967,,Czechia,5312,ha
51,Alfalfa for forage and silage,641,Area harvested,1967,,Czechoslovakia,5312,ha
51,Beets for Fodder,647,Area harvested,1967,,Czechoslovakia,5312,ha
51,Clover for forage and silage,640,Area harvested,1967,,Czechoslovakia,5312,ha
51,Leguminous for Silage,643,Area harvested,1967,245000,Czechoslovakia,5312,ha
51,Maize for forage and silage,636,Area harvested,1967,270000,Czechoslovakia,5312,ha
51,Pumpkins for Fodder,645,Area harvested,1967,,Czechoslovakia,5312,ha
54,Alfalfa for forage and silage,641,Area harvested,1967,15634,Denmark,5312,ha
54,Beets for Fodder,647,Area harvested,1967,153009,Denmark,5312,ha
54,Carrots for Fodder,648,Area harvested,1967,2741,Denmark,5312,ha
54,Clover for forage and silage,640,Area harvested,1967,531022,Denmark,5312,ha
54,forage Products,651,Area harvested,1967,,Denmark,5312,ha
54,Grasses Nes for forage;Sil,639,Area harvested,1967,,Denmark,5312,ha
54,Maize for forage and silage,636,Area harvested,1967,,Denmark,5312,ha
54,Rye grass for forage & silage,638,Area harvested,1967,,Denmark,5312,ha
54,Swedes for Fodder,649,Area harvested,1967,110950,Denmark,5312,ha
59,Clover for forage and silage,640,Area harvested,1967,1080000,Egypt,5312,ha
63,Alfalfa for forage and silage,641,Area harvested,1967,,Estonia,5312,ha
63,Clover for forage and silage,640,Area harvested,1967,,Estonia,5312,ha
63,Maize for forage and silage,636,Area harvested,1967,,Estonia,5312,ha
63,Pumpkins for Fodder,645,Area harvested,1967,,Estonia,5312,ha
63,Vegetables Roots Fodder,655,Area harvested,1967,,Estonia,5312,ha
238,Vegetables Roots Fodder,655,Area harvested,1967,,Ethiopia,5312,ha
67,Pumpkins for Fodder,645,Area harvested,1967,,Finland,5312,ha
67,Swedes for Fodder,649,Area harvested,1967,,Finland,5312,ha
68,Alfalfa for forage and silage,641,Area harvested,1967,,France,5312,ha
68,Beets for Fodder,647,Area harvested,1967,,France,5312,ha
68,Cabbage for Fodder,644,Area harvested,1967,,France,5312,ha
68,Carrots for Fodder,648,Area harvested,1967,,France,5312,ha
68,Clover for forage and silage,640,Area harvested,1967,,France,5312,ha
68,Grasses Nes for forage;Sil,639,Area harvested,1967,,France,5312,ha
68,Green Oilseeds for Silage,642,Area harvested,1967,,France,5312,ha
68,Leguminous for Silage,643,Area harvested,1967,,France,5312,ha
68,Maize for forage and silage,636,Area harvested,1967,809000,France,5312,ha
68,Pumpkins for Fodder,645,Area harvested,1967,,France,5312,ha
68,Rye grass for forage & silage,638,Area harvested,1967,,France,5312,ha
68,Sorghum for forage and silage,637,Area harvested,1967,,France,5312,ha
68,Swedes for Fodder,649,Area harvested,1967,,France,5312,ha
68,Turnips for Fodder,646,Area harvested,1967,,France,5312,ha
68,Vegetables Roots Fodder,655,Area harvested,1967,,France,5312,ha
73,forage Products,651,Area harvested,1967,,Georgia,5312,ha
73,Grasses Nes for forage;Sil,639,Area harvested,1967,,Georgia,5312,ha
73,Maize for forage and silage,636,Area harvested,1967,,Georgia,5312,ha
73,Vegetables Roots Fodder,655,Area harvested,1967,,Georgia,5312,ha
79,Alfalfa for forage and silage,641,Area harvested,1967,272399,Germany,5312,ha
79,Beets for Fodder,647,Area harvested,1967,478577,Germany,5312,ha
79,Carrots for Fodder,648,Area harvested,1967,5128,Germany,5312,ha
79,Clover for forage and silage,640,Area harvested,1967,459882,Germany,5312,ha
79,forage Products,651,Area harvested,1967,,Germany,5312,ha
79,Grasses Nes for forage;Sil,639,Area harvested,1967,,Germany,5312,ha
79,Green Oilseeds for Silage,642,Area harvested,1967,,Germany,5312,ha
79,Leguminous for Silage,643,Area harvested,1967,313001,Germany,5312,ha
79,Maize for forage and silage,636,Area harvested,1967,392531,Germany,5312,ha
79,Pumpkins for Fodder,645,Area harvested,1967,,Germany,5312,ha
79,Rye grass for forage & silage,638,Area harvested,1967,,Germany,5312,ha
79,Turnips for Fodder,646,Area harvested,1967,75900,Germany,5312,ha
79,Vegetables Roots Fodder,655,Area harvested,1967,14613,Germany,5312,ha
84,Grasses Nes for forage;Sil,639,Area harvested,1967,,Greece,5312,ha
84,Leguminous for Silage,643,Area harvested,1967,,Greece,5312,ha
84,Maize for forage and silage,636,Area harvested,1967,,Greece,5312,ha
84,Sorghum for forage and silage,637,Area harvested,1967,,Greece,5312,ha
86,forage Products,651,Area harvested,1967,,Grenada,5312,ha
95,Beets for Fodder,647,Area harvested,1967,,Honduras,5312,ha
97,Alfalfa for forage and silage,641,Area harvested,1967,,Hungary,5312,ha
97,Clover for forage and silage,640,Area harvested,1967,100000,Hungary,5312,ha
97,Grasses Nes for forage;Sil,639,Area harvested,1967,,Hungary,5312,ha
97,Leguminous for Silage,643,Area harvested,1967,601000,Hungary,5312,ha
97,Maize for forage and silage,636,Area harvested,1967,272000,Hungary,5312,ha
97,Pumpkins for Fodder,645,Area harvested,1967,,Hungary,5312,ha
97,Sorghum for forage and silage,637,Area harvested,1967,,Hungary,5312,ha
97,Turnips for Fodder,646,Area harvested,1967,35596,Hungary,5312,ha
97,Vegetables Roots Fodder,655,Area harvested,1967,3800,Hungary,5312,ha
99,Pumpkins for Fodder,645,Area harvested,1967,,Iceland,5312,ha
100,forage Products,651,Area harvested,1967,6400000,India,5312,ha
102,Alfalfa for forage and silage,641,Area harvested,1967,255000,Iran (Islamic Republic of),5312,ha
102,Clover for forage and silage,640,Area harvested,1967,31000,Iran (Islamic Republic of),5312,ha
102,forage Products,651,Area harvested,1967,138000,Iran (Islamic Republic of),5312,ha
103,Alfalfa for forage and silage,641,Area harvested,1967,5100,Iraq,5312,ha
103,Clover for forage and silage,640,Area harvested,1967,21500,Iraq,5312,ha
103,forage Products,651,Area harvested,1967,,Iraq,5312,ha
103,Leguminous for Silage,643,Area harvested,1967,810,Iraq,5312,ha
104,Beets for Fodder,647,Area harvested,1967,15400,Ireland,5312,ha
104,Cabbage for Fodder,644,Area harvested,1967,6600,Ireland,5312,ha
104,Pumpkins for Fodder,645,Area harvested,1967,,Ireland,5312,ha
104,Turnips for Fodder,646,Area harvested,1967,,Ireland,5312,ha
104,Vegetables Roots Fodder,655,Area harvested,1967,44000,Ireland,5312,ha
105,Grasses Nes for forage;Sil,639,Area harvested,1967,59000,Israel,5312,ha
105,Pumpkins for Fodder,645,Area harvested,1967,,Israel,5312,ha
106,Alfalfa for forage and silage,641,Area harvested,1967,,Italy,5312,ha
106,Beets for Fodder,647,Area harvested,1967,28000,Italy,5312,ha
106,Cabbage for Fodder,644,Area harvested,1967,5900,Italy,5312,ha
106,Carrots for Fodder,648,Area harvested,1967,,Italy,5312,ha
106,Clover for forage and silage,640,Area harvested,1967,,Italy,5312,ha
106,forage Products,651,Area harvested,1967,,Italy,5312,ha
106,Grasses Nes for forage;Sil,639,Area harvested,1967,,Italy,5312,ha
106,Green Oilseeds for Silage,642,Area harvested,1967,,Italy,5312,ha
106,Leguminous for Silage,643,Area harvested,1967,,Italy,5312,ha
106,Maize for forage and silage,636,Area harvested,1967,,Italy,5312,ha
106,Pumpkins for Fodder,645,Area harvested,1967,,Italy,5312,ha
106,Sorghum for forage and silage,637,Area harvested,1967,,Italy,5312,ha
106,Swedes for Fodder,649,Area harvested,1967,9200,Italy,5312,ha
106,Turnips for Fodder,646,Area harvested,1967,33200,Italy,5312,ha
110,Grasses Nes for forage;Sil,639,Area harvested,1967,396700,Japan,5312,ha
110,Leguminous for Silage,643,Area harvested,1967,144500,Japan,5312,ha
110,Maize for forage and silage,636,Area harvested,1967,68900,Japan,5312,ha
110,Pumpkins for Fodder,645,Area harvested,1967,,Japan,5312,ha
110,Sorghum for forage and silage,637,Area harvested,1967,,Japan,5312,ha
110,Turnips for Fodder,646,Area harvested,1967,14400,Japan,5312,ha
110,Vegetables Roots Fodder,655,Area harvested,1967,4550,Japan,5312,ha
112,Alfalfa for forage and silage,641,Area harvested,1967,,Jordan,5312,ha
112,Clover for forage and silage,640,Area harvested,1967,,Jordan,5312,ha
112,forage Products,651,Area harvested,1967,,Jordan,5312,ha
112,Grasses Nes for forage;Sil,639,Area harvested,1967,,Jordan,5312,ha
108,Maize for forage and silage,636,Area harvested,1967,,Kazakhstan,5312,ha
108,Pumpkins for Fodder,645,Area harvested,1967,,Kazakhstan,5312,ha
108,Vegetables Roots Fodder,655,Area harvested,1967,,Kazakhstan,5312,ha
118,forage Products,651,Area harvested,1967,,Kuwait,5312,ha
113,forage Products,651,Area harvested,1967,,Kyrgyzstan,5312,ha
113,Maize for forage and silage,636,Area harvested,1967,,Kyrgyzstan,5312,ha
113,Pumpkins for Fodder,645,Area harvested,1967,,Kyrgyzstan,5312,ha
113,Vegetables Roots Fodder,655,Area harvested,1967,,Kyrgyzstan,5312,ha
119,Maize for forage and silage,636,Area harvested,1967,,Latvia,5312,ha
119,Pumpkins for Fodder,645,Area harvested,1967,,Latvia,5312,ha
119,Vegetables Roots Fodder,655,Area harvested,1967,,Latvia,5312,ha
121,Alfalfa for forage and silage,641,Area harvested,1967,,Lebanon,5312,ha
124,forage Products,651,Area harvested,1967,,Libya,5312,ha
126,Clover for forage and silage,640,Area harvested,1967,,Lithuania,5312,ha
126,Grasses Nes for forage;Sil,639,Area harvested,1967,,Lithuania,5312,ha
126,Maize for forage and silage,636,Area harvested,1967,,Lithuania,5312,ha
126,Pumpkins for Fodder,645,Area harvested,1967,,Lithuania,5312,ha
126,Vegetables Roots Fodder,655,Area harvested,1967,,Lithuania,5312,ha
256,Alfalfa for forage and silage,641,Area harvested,1967,,Luxembourg,5312,ha
256,Beets for Fodder,647,Area harvested,1967,,Luxembourg,5312,ha
256,Clover for forage and silage,640,Area harvested,1967,,Luxembourg,5312,ha
256,forage Products,651,Area harvested,1967,,Luxembourg,5312,ha
256,Maize for forage and silage,636,Area harvested,1967,,Luxembourg,5312,ha
134,Leguminous for Silage,643,Area harvested,1967,3663,Malta,5312,ha
138,Alfalfa for forage and silage,641,Area harvested,1967,121897,Mexico,5312,ha
138,Beets for Fodder,647,Area harvested,1967,2074,Mexico,5312,ha
138,Clover for forage and silage,640,Area harvested,1967,,Mexico,5312,ha
138,forage Products,651,Area harvested,1967,,Mexico,5312,ha
138,Grasses Nes for forage;Sil,639,Area harvested,1967,,Mexico,5312,ha
138,Maize for forage and silage,636,Area harvested,1967,,Mexico,5312,ha
138,Pumpkins for Fodder,645,Area harvested,1967,,Mexico,5312,ha
138,Rye grass for forage & silage,638,Area harvested,1967,,Mexico,5312,ha
138,Sorghum for forage and silage,637,Area harvested,1967,,Mexico,5312,ha
138,Swedes for Fodder,649,Area harvested,1967,,Mexico,5312,ha
138,Turnips for Fodder,646,Area harvested,1967,,Mexico,5312,ha
141,forage Products,651,Area harvested,1967,,Mongolia,5312,ha
141,Grasses Nes for forage;Sil,639,Area harvested,1967,66500,Mongolia,5312,ha
141,Maize for forage and silage,636,Area harvested,1967,3700,Mongolia,5312,ha
141,Vegetables Roots Fodder,655,Area harvested,1967,100,Mongolia,5312,ha
273,Alfalfa for forage and silage,641,Area harvested,1967,,Montenegro,5312,ha
273,Clover for forage and silage,640,Area harvested,1967,,Montenegro,5312,ha
273,Maize for forage and silage,636,Area harvested,1967,,Montenegro,5312,ha
143,forage Products,651,Area harvested,1967,38500,Morocco,5312,ha
28,Grasses Nes for forage;Sil,639,Area harvested,1967,127882,Myanmar,5312,ha
149,Grasses Nes for forage;Sil,639,Area harvested,1967,,Nepal,5312,ha
150,Alfalfa for forage and silage,641,Area harvested,1967,6441,Netherlands,5312,ha
150,Beets for Fodder,647,Area harvested,1967,13595,Netherlands,5312,ha
150,Clover for forage and silage,640,Area harvested,1967,1099,Netherlands,5312,ha
150,Grasses Nes for forage;Sil,639,Area harvested,1967,,Netherlands,5312,ha
150,Maize for forage and silage,636,Area harvested,1967,4928,Netherlands,5312,ha
150,Pumpkins for Fodder,645,Area harvested,1967,,Netherlands,5312,ha
156,Alfalfa for forage and silage,641,Area harvested,1967,72457,New Zealand,5312,ha
156,Beets for Fodder,647,Area harvested,1967,,New Zealand,5312,ha
156,Cabbage for Fodder,644,Area harvested,1967,,New Zealand,5312,ha
156,forage Products,651,Area harvested,1967,73000,New Zealand,5312,ha
156,Maize for forage and silage,636,Area harvested,1967,1650,New Zealand,5312,ha
156,Sorghum for forage and silage,637,Area harvested,1967,,New Zealand,5312,ha
156,Swedes for Fodder,649,Area harvested,1967,,New Zealand,5312,ha
156,Turnips for Fodder,646,Area harvested,1967,,New Zealand,5312,ha
162,Beets for Fodder,647,Area harvested,1967,313,Norway,5312,ha
162,Cabbage for Fodder,644,Area harvested,1967,2267,Norway,5312,ha
162,forage Products,651,Area harvested,1967,,Norway,5312,ha
162,Pumpkins for Fodder,645,Area harvested,1967,,Norway,5312,ha
162,Rye grass for forage & silage,638,Area harvested,1967,,Norway,5312,ha
162,Turnips for Fodder,646,Area harvested,1967,9068,Norway,5312,ha
162,Vegetables Roots Fodder,655,Area harvested,1967,9382,Norway,5312,ha
299,Alfalfa for forage and silage,641,Area harvested,1967,,Palestine,5312,ha
299,Clover for forage and silage,640,Area harvested,1967,,Palestine,5312,ha
299,Vegetables Roots Fodder,655,Area harvested,1967,,Palestine,5312,ha
221,Alfalfa for forage and silage,641,Area harvested,1967,,Oman,5312,ha
165,forage Products,651,Area harvested,1967,,Pakistan,5312,ha
169,Alfalfa for forage and silage,641,Area harvested,1967,6000,Paraguay,5312,ha
169,forage Products,651,Area harvested,1967,,Paraguay,5312,ha
170,Alfalfa for forage and silage,641,Area harvested,1967,124870,Peru,5312,ha
170,Clover for forage and silage,640,Area harvested,1967,,Peru,5312,ha
170,Maize for forage and silage,636,Area harvested,1967,,Peru,5312,ha
170,Rye grass for forage & silage,638,Area harvested,1967,,Peru,5312,ha
170,Sorghum for forage and silage,637,Area harvested,1967,,Peru,5312,ha
171,forage Products,651,Area harvested,1967,,Philippines,5312,ha
173,Alfalfa for forage and silage,641,Area harvested,1967,,Poland,5312,ha
173,Clover for forage and silage,640,Area harvested,1967,,Poland,5312,ha
173,forage Products,651,Area harvested,1967,,Poland,5312,ha
173,Leguminous for Silage,643,Area harvested,1967,1731000,Poland,5312,ha
173,Maize for forage and silage,636,Area harvested,1967,105000,Poland,5312,ha
173,Vegetables Roots Fodder,655,Area harvested,1967,254000,Poland,5312,ha
174,forage Products,651,Area harvested,1967,,Portugal,5312,ha
174,Maize for forage and silage,636,Area harvested,1967,,Portugal,5312,ha
174,Pumpkins for Fodder,645,Area harvested,1967,,Portugal,5312,ha
174,Sorghum for forage and silage,637,Area harvested,1967,,Portugal,5312,ha
174,Vegetables Roots Fodder,655,Area harvested,1967,,Portugal,5312,ha
179,Clover for forage and silage,640,Area harvested,1967,,Qatar,5312,ha
117,forage Products,651,Area harvested,1967,,Republic of Korea,5312,ha
146,Maize for forage and silage,636,Area harvested,1967,,Republic of Moldova,5312,ha
146,Pumpkins for Fodder,645,Area harvested,1967,,Republic of Moldova,5312,ha
146,Vegetables Roots Fodder,655,Area harvested,1967,,Republic of Moldova,5312,ha
183,Alfalfa for forage and silage,641,Area harvested,1967,409300,Romania,5312,ha
183,Clover for forage and silage,640,Area harvested,1967,,Romania,5312,ha
183,forage Products,651,Area harvested,1967,,Romania,5312,ha
183,Grasses Nes for forage;Sil,639,Area harvested,1967,11600,Romania,5312,ha
183,Leguminous for Silage,643,Area harvested,1967,707100,Romania,5312,ha
183,Maize for forage and silage,636,Area harvested,1967,197000,Romania,5312,ha
183,Pumpkins for Fodder,645,Area harvested,1967,,Romania,5312,ha
183,Rye grass for forage & silage,638,Area harvested,1967,,Romania,5312,ha
183,Vegetables Roots Fodder,655,Area harvested,1967,13900,Romania,5312,ha
185,forage Products,651,Area harvested,1967,,Russian Federation,5312,ha
185,Maize for forage and silage,636,Area harvested,1967,,Russian Federation,5312,ha
185,Pumpkins for Fodder,645,Area harvested,1967,,Russian Federation,5312,ha
185,Vegetables Roots Fodder,655,Area harvested,1967,,Russian Federation,5312,ha
191,forage Products,651,Area harvested,1967,,Saint Vincent and the Grenadines,5312,ha
194,Alfalfa for forage and silage,641,Area harvested,1967,11000,Saudi Arabia,5312,ha
194,forage Products,651,Area harvested,1967,18000,Saudi Arabia,5312,ha
272,Alfalfa for forage and silage,641,Area harvested,1967,,Serbia,5312,ha
272,Beets for Fodder,647,Area harvested,1967,,Serbia,5312,ha
272,Clover for forage and silage,640,Area harvested,1967,,Serbia,5312,ha
272,forage Products,651,Area harvested,1967,,Serbia,5312,ha
272,Maize for forage and silage,636,Area harvested,1967,,Serbia,5312,ha
186,Alfalfa for forage and silage,641,Area harvested,1967,,Serbia and Montenegro,5312,ha
186,Beets for Fodder,647,Area harvested,1967,,Serbia and Montenegro,5312,ha
186,Clover for forage and silage,640,Area harvested,1967,,Serbia and Montenegro,5312,ha
186,Leguminous for Silage,643,Area harvested,1967,,Serbia and Montenegro,5312,ha
186,Maize for forage and silage,636,Area harvested,1967,,Serbia and Montenegro,5312,ha
199,Alfalfa for forage and silage,641,Area harvested,1967,,Slovakia,5312,ha
199,Beets for Fodder,647,Area harvested,1967,,Slovakia,5312,ha
199,Clover for forage and silage,640,Area harvested,1967,,Slovakia,5312,ha
199,Maize for forage and silage,636,Area harvested,1967,,Slovakia,5312,ha
199,Pumpkins for Fodder,645,Area harvested,1967,,Slovakia,5312,ha
198,Alfalfa for forage and silage,641,Area harvested,1967,,Slovenia,5312,ha
198,Beets for Fodder,647,Area harvested,1967,,Slovenia,5312,ha
198,Carrots for Fodder,648,Area harvested,1967,,Slovenia,5312,ha
198,Clover for forage and silage,640,Area harvested,1967,,Slovenia,5312,ha
198,forage Products,651,Area harvested,1967,,Slovenia,5312,ha
198,Grasses Nes for forage;Sil,639,Area harvested,1967,,Slovenia,5312,ha
198,Maize for forage and silage,636,Area harvested,1967,,Slovenia,5312,ha
198,Pumpkins for Fodder,645,Area harvested,1967,,Slovenia,5312,ha
198,Turnips for Fodder,646,Area harvested,1967,,Slovenia,5312,ha
202,Alfalfa for forage and silage,641,Area harvested,1967,170000,South Africa,5312,ha
202,Pumpkins for Fodder,645,Area harvested,1967,1100000,South Africa,5312,ha
203,Alfalfa for forage and silage,641,Area harvested,1967,198100,Spain,5312,ha
203,Beets for Fodder,647,Area harvested,1967,25800,Spain,5312,ha
203,Cabbage for Fodder,644,Area harvested,1967,29100,Spain,5312,ha
203,Carrots for Fodder,648,Area harvested,1967,1600,Spain,5312,ha
203,Clover for forage and silage,640,Area harvested,1967,87300,Spain,5312,ha
203,Grasses Nes for forage;Sil,639,Area harvested,1967,178500,Spain,5312,ha
203,Leguminous for Silage,643,Area harvested,1967,130600,Spain,5312,ha
203,Maize for forage and silage,636,Area harvested,1967,40900,Spain,5312,ha
203,Pumpkins for Fodder,645,Area harvested,1967,7000,Spain,5312,ha
203,Rye grass for forage & silage,638,Area harvested,1967,8000,Spain,5312,ha
203,Sorghum for forage and silage,637,Area harvested,1967,5500,Spain,5312,ha
203,Turnips for Fodder,646,Area harvested,1967,96100,Spain,5312,ha
203,Vegetables Roots Fodder,655,Area harvested,1967,5480,Spain,5312,ha
206,forage Products,651,Area harvested,1967,,Sudan (former),5312,ha
210,Pumpkins for Fodder,645,Area harvested,1967,,Sweden,5312,ha
211,Beets for Fodder,647,Area harvested,1967,,Switzerland,5312,ha
211,Maize for forage and silage,636,Area harvested,1967,,Switzerland,5312,ha
211,Pumpkins for Fodder,645,Area harvested,1967,,Switzerland,5312,ha
212,Alfalfa for forage and silage,641,Area harvested,1967,1400,Syrian Arab Republic,5312,ha
212,Clover for forage and silage,640,Area harvested,1967,500,Syrian Arab Republic,5312,ha
212,forage Products,651,Area harvested,1967,,Syrian Arab Republic,5312,ha
212,Grasses Nes for forage;Sil,639,Area harvested,1967,2000,Syrian Arab Republic,5312,ha
212,Leguminous for Silage,643,Area harvested,1967,800,Syrian Arab Republic,5312,ha
212,Maize for forage and silage,636,Area harvested,1967,,Syrian Arab Republic,5312,ha
208,Beets for Fodder,647,Area harvested,1967,,Tajikistan,5312,ha
208,forage Products,651,Area harvested,1967,,Tajikistan,5312,ha
208,Grasses Nes for forage;Sil,639,Area harvested,1967,,Tajikistan,5312,ha
208,Maize for forage and silage,636,Area harvested,1967,,Tajikistan,5312,ha
208,Pumpkins for Fodder,645,Area harvested,1967,,Tajikistan,5312,ha
208,Vegetables Roots Fodder,655,Area harvested,1967,,Tajikistan,5312,ha
216,forage Products,651,Area harvested,1967,,Thailand,5312,ha
154,Alfalfa for forage and silage,641,Area harvested,1967,,North Macedonia,5312,ha
154,Beets for Fodder,647,Area harvested,1967,,North Macedonia,5312,ha
154,Clover for forage and silage,640,Area harvested,1967,,North Macedonia,5312,ha
154,Leguminous for Silage,643,Area harvested,1967,,North Macedonia,5312,ha
154,Maize for forage and silage,636,Area harvested,1967,,North Macedonia,5312,ha
222,Pumpkins for Fodder,645,Area harvested,1967,,Tunisia,5312,ha
223,Alfalfa for forage and silage,641,Area harvested,1967,75000,Turkey,5312,ha
223,Beets for Fodder,647,Area harvested,1967,1200,Turkey,5312,ha
223,Leguminous for Silage,643,Area harvested,1967,,Turkey,5312,ha
223,Maize for forage and silage,636,Area harvested,1967,,Turkey,5312,ha
213,Maize for forage and silage,636,Area harvested,1967,,Turkmenistan,5312,ha
213,Pumpkins for Fodder,645,Area harvested,1967,,Turkmenistan,5312,ha
213,Vegetables Roots Fodder,655,Area harvested,1967,,Turkmenistan,5312,ha
230,Beets for Fodder,647,Area harvested,1967,,Ukraine,5312,ha
230,forage Products,651,Area harvested,1967,,Ukraine,5312,ha
230,Maize for forage and silage,636,Area harvested,1967,,Ukraine,5312,ha
230,Pumpkins for Fodder,645,Area harvested,1967,,Ukraine,5312,ha
230,Vegetables Roots Fodder,655,Area harvested,1967,,Ukraine,5312,ha
225,Alfalfa for forage and silage,641,Area harvested,1967,,United Arab Emirates,5312,ha
225,Grasses Nes for forage;Sil,639,Area harvested,1967,,United Arab Emirates,5312,ha
229,Beets for Fodder,647,Area harvested,1967,11000,United Kingdom of Great Britain and Northern Ireland,5312,ha
229,Cabbage for Fodder,644,Area harvested,1967,,United Kingdom of Great Britain and Northern Ireland,5312,ha
229,Leguminous for Silage,643,Area harvested,1967,57000,United Kingdom of Great Britain and Northern Ireland,5312,ha
229,Maize for forage and silage,636,Area harvested,1967,,United Kingdom of Great Britain and Northern Ireland,5312,ha
229,Pumpkins for Fodder,645,Area harvested,1967,,United Kingdom of Great Britain and Northern Ireland,5312,ha
229,Turnips for Fodder,646,Area harvested,1967,100000,United Kingdom of Great Britain and Northern Ireland,5312,ha
231,Alfalfa for forage and silage,641,Area harvested,1967,11329800,United States of America,5312,ha
231,Grasses Nes for forage;Sil,639,Area harvested,1967,14287600,United States of America,5312,ha
231,Green Oilseeds for Silage,642,Area harvested,1967,,United States of America,5312,ha
231,Maize for forage and silage,636,Area harvested,1967,3384340,United States of America,5312,ha
231,Pumpkins for Fodder,645,Area harvested,1967,,United States of America,5312,ha
231,Sorghum for forage and silage,637,Area harvested,1967,419248,United States of America,5312,ha
228,forage Products,651,Area harvested,1967,,USSR,5312,ha
228,Maize for forage and silage,636,Area harvested,1967,19560000,USSR,5312,ha
228,Pumpkins for Fodder,645,Area harvested,1967,,USSR,5312,ha
228,Vegetables Roots Fodder,655,Area harvested,1967,1467000,USSR,5312,ha
235,Maize for forage and silage,636,Area harvested,1967,,Uzbekistan,5312,ha
235,Pumpkins for Fodder,645,Area harvested,1967,,Uzbekistan,5312,ha
235,Vegetables Roots Fodder,655,Area harvested,1967,,Uzbekistan,5312,ha
237,Vegetables Roots Fodder,655,Area harvested,1967,19000,Viet Nam,5312,ha
249,Alfalfa for forage and silage,641,Area harvested,1967,2800,Yemen,5312,ha
249,forage Products,651,Area harvested,1967,1200,Yemen,5312,ha
249,Grasses Nes for forage;Sil,639,Area harvested,1967,,Yemen,5312,ha
249,Sorghum for forage and silage,637,Area harvested,1967,,Yemen,5312,ha
248,Alfalfa for forage and silage,641,Area harvested,1967,359000,Yugoslav SFR,5312,ha
248,Beets for Fodder,647,Area harvested,1967,36000,Yugoslav SFR,5312,ha
248,Clover for forage and silage,640,Area harvested,1967,224000,Yugoslav SFR,5312,ha
248,Leguminous for Silage,643,Area harvested,1967,,Yugoslav SFR,5312,ha
248,Maize for forage and silage,636,Area harvested,1967,43700,Yugoslav SFR,5312,ha
248,Pumpkins for Fodder,645,Area harvested,1967,905000,Yugoslav SFR,5312,ha
3,Alfalfa for forage and silage,641,Area harvested,1968,26706,Albania,5312,ha
3,Clover for forage and silage,640,Area harvested,1968,,Albania,5312,ha
3,Maize for forage and silage,636,Area harvested,1968,20219,Albania,5312,ha
4,Alfalfa for forage and silage,641,Area harvested,1968,,Algeria,5312,ha
4,Beets for Fodder,647,Area harvested,1968,390,Algeria,5312,ha
4,Clover for forage and silage,640,Area harvested,1968,3070,Algeria,5312,ha
4,forage Products,651,Area harvested,1968,,Algeria,5312,ha
4,Maize for forage and silage,636,Area harvested,1968,1870,Algeria,5312,ha
4,Rye grass for forage & silage,638,Area harvested,1968,6070,Algeria,5312,ha
9,Alfalfa for forage and silage,641,Area harvested,1968,5660000,Argentina,5312,ha
9,Clover for forage and silage,640,Area harvested,1968,,Argentina,5312,ha
9,Grasses Nes for forage;Sil,639,Area harvested,1968,1302150,Argentina,5312,ha
9,Maize for forage and silage,636,Area harvested,1968,1095700,Argentina,5312,ha
9,Rye grass for forage & silage,638,Area harvested,1968,1895800,Argentina,5312,ha
9,Sorghum for forage and silage,637,Area harvested,1968,2006450,Argentina,5312,ha
1,forage Products,651,Area harvested,1968,,Armenia,5312,ha
1,Maize for forage and silage,636,Area harvested,1968,,Armenia,5312,ha
1,Vegetables Roots Fodder,655,Area harvested,1968,,Armenia,5312,ha
10,Alfalfa for forage and silage,641,Area harvested,1968,210000,Australia,5312,ha
10,forage Products,651,Area harvested,1968,700000,Australia,5312,ha
10,Grasses Nes for forage;Sil,639,Area harvested,1968,,Australia,5312,ha
10,Pumpkins for Fodder,645,Area harvested,1968,,Australia,5312,ha
11,Alfalfa for forage and silage,641,Area harvested,1968,44600,Austria,5312,ha
11,Beets for Fodder,647,Area harvested,1968,,Austria,5312,ha
11,Clover for forage and silage,640,Area harvested,1968,148700,Austria,5312,ha
11,forage Products,651,Area harvested,1968,,Austria,5312,ha
11,Grasses Nes for forage;Sil,639,Area harvested,1968,1239700,Austria,5312,ha
11,Green Oilseeds for Silage,642,Area harvested,1968,,Austria,5312,ha
11,Maize for forage and silage,636,Area harvested,1968,34700,Austria,5312,ha
11,Vegetables Roots Fodder,655,Area harvested,1968,,Austria,5312,ha
52,forage Products,651,Area harvested,1968,,Azerbaijan,5312,ha
52,Maize for forage and silage,636,Area harvested,1968,,Azerbaijan,5312,ha
52,Pumpkins for Fodder,645,Area harvested,1968,,Azerbaijan,5312,ha
52,Vegetables Roots Fodder,655,Area harvested,1968,,Azerbaijan,5312,ha
13,Alfalfa for forage and silage,641,Area harvested,1968,,Bahrain,5312,ha
16,forage Products,651,Area harvested,1968,24000,Bangladesh,5312,ha
14,forage Products,651,Area harvested,1968,,Barbados,5312,ha
57,forage Products,651,Area harvested,1968,,Belarus,5312,ha
57,Maize for forage and silage,636,Area harvested,1968,,Belarus,5312,ha
57,Pumpkins for Fodder,645,Area harvested,1968,,Belarus,5312,ha
