# File: Mapping_gcamdata_SUA_PrimaryEquivalent.csv
# Title: Mapping of SUA items to primary products by level of nestings
# Units: NA
# Description: The mapping is constructed for aggregating items across supply chain in primary equivalent.
# There are 21 GCAM_commodity but 71 APE_comm (aggregated primary equivalent for 2010 onwards). 
# For each APE_comm nest levels souce and sink items are specified. 
# The mapping or processing is not one to one. For each level source and sink items shoud be viewed as an aggregate.
# Primary product (land based or primary meat) is indicated by source_primary. 
# In few cases output_specific_extraction_rate is specifies to prescale the data as the extraction rate for coproducts are not fixed.
# Sink item mapping to FAO FBS FBSH and CB items is provided in sink_FBS_item.
# GCAM_FBSH_CB_item is the mapping between GCAM_commodity and FBSH and CB
# GCAM_FBSH_CB_item is a unique set of sink_FBS_item and these items will be directly aggregated to GCAM_commodity for data before 2010
# To add in new GCAM commodity simply change GCAM_commodity
# However it requires that the new GCAM commodity should be independent in APE_comm and GCAM_FBSH_CB_item Eg Tomato Barley etc.
# extraction_rate_Q25 is 25 percent quantile value across regions and years
# When Q25asMin is TRUE (minimium is smaller than 0.5) extraction_rate_Q25 is used as min to avoid unrealistic scale of processed balance to primary equivalent. It is used in Get_GROSS_EXTRACTION_RATE.
# Need to make sure that when nest_level is not 0 Q25asMin extraction_rate_Q25 and extraction_rate_world2019 have values
# Jojoba seed Poppy seed and Oil castor beans did not have quality extraction rate so 1 was used here.
# We added 49 NEC (not elsewhere categorized items) while Item 158 (Sugar, cane, raw, centrifugal) and 908 (Reconstituted milk) are not included due to low quality.
# Update2024: mushroom and brazil nuts were not associated with area harvested per FAO change; we keep them as primary
# Last update: 11-26-2024 (XZ)
# Column types: ccilccncnnl
# ----------
APE_comm_Agg,APE_comm,nest_level,source_primary,source_item,sink_item,output_specific_extraction_rate,sink_FBS_item,extraction_rate_Q25,extraction_rate_world2019,Q25asMin
Livestock meat equivalent,OtherMeatAnMeatEq,0,FALSE,"AnMeatEq, ass","AnMeatEq, ass",,QCL,,,
Livestock meat equivalent,OtherMeatAnMeatEq,0,FALSE,"AnMeatEq, mule","AnMeatEq, mule",,QCL,,,
Livestock meat equivalent,OtherMeatAnMeatEq,0,FALSE,"AnMeatEq, other rodents","AnMeatEq, other rodents",,QCL,,,
Other meat and products,OtherMeatOther,0,TRUE,"Snails, not sea","Snails, not sea",,"Meat, Other and products",,,
Other meat and products,OtherMeatMeat,1,TRUE,"Meat, rabbit","Meat nes, preparations",,"Meat, Other and products",0.631443499,4.400217214,TRUE
Other meat and products,OtherMeatMeat,1,TRUE,"Meat, camel","Meat nes, preparations",,"Meat, Other and products",0.631443499,4.400217214,TRUE
Other meat and products,OtherMeatMeat,1,TRUE,"Meat, other camelids","Meat nes, preparations",,QCL,0.631443499,4.400217214,TRUE
Other meat and products,OtherMeatMeat,1,TRUE,"Meat, horse","Meat nes, preparations",,"Meat, Other and products",0.631443499,4.400217214,TRUE
Other meat and products,OtherMeatMeat,1,TRUE,"Meat, ass","Meat nes, preparations",,"Meat, Other and products",0.631443499,4.400217214,TRUE
Other meat and products,OtherMeatMeat,1,TRUE,"Meat, mule","Meat nes, preparations",,"Meat, Other and products",0.631443499,4.400217214,TRUE
Other meat and products,OtherMeatMeat,1,TRUE,"Meat, other rodents","Meat nes, preparations",,"Meat, Other and products",0.631443499,4.400217214,TRUE
Other meat and products,OtherMeatMeat,1,TRUE,"Meat, bird nes","Meat nes, preparations",,"Meat, Other and products",0.631443499,4.400217214,TRUE
Other meat and products,OtherMeatMeat,1,TRUE,"Meat, game","Meat nes, preparations",,"Meat, Other and products",0.631443499,4.400217214,TRUE
Other meat and products,OtherMeatMeat,1,TRUE,Meat nes,"Meat nes, preparations",,"Meat, Other and products",0.631443499,4.400217214,TRUE
Other meat and products,OtherMeatMeat,1,TRUE,"Meat, rabbit","Meat, dried nes",,"Meat, Other and products",0.631443499,4.400217214,TRUE
Other meat and products,OtherMeatMeat,1,TRUE,"Meat, camel","Meat, dried nes",,"Meat, Other and products",0.631443499,4.400217214,TRUE
Other meat and products,OtherMeatMeat,1,TRUE,"Meat, other camelids","Meat, dried nes",,QCL,0.631443499,4.400217214,TRUE
Other meat and products,OtherMeatMeat,1,TRUE,"Meat, horse","Meat, dried nes",,"Meat, Other and products",0.631443499,4.400217214,TRUE
Other meat and products,OtherMeatMeat,1,TRUE,"Meat, ass","Meat, dried nes",,"Meat, Other and products",0.631443499,4.400217214,TRUE
Other meat and products,OtherMeatMeat,1,TRUE,"Meat, mule","Meat, dried nes",,"Meat, Other and products",0.631443499,4.400217214,TRUE
Other meat and products,OtherMeatMeat,1,TRUE,"Meat, other rodents","Meat, dried nes",,"Meat, Other and products",0.631443499,4.400217214,TRUE
Other meat and products,OtherMeatMeat,1,TRUE,"Meat, bird nes","Meat, dried nes",,"Meat, Other and products",0.631443499,4.400217214,TRUE
Other meat and products,OtherMeatMeat,1,TRUE,"Meat, game","Meat, dried nes",,"Meat, Other and products",0.631443499,4.400217214,TRUE
Other meat and products,OtherMeatMeat,1,TRUE,Meat nes,"Meat, dried nes",,"Meat, Other and products",0.631443499,4.400217214,TRUE
Offals and products,OtherMeatOffals,0,TRUE,"Offals, edible, cattle","Offals, edible, cattle",,"Offals, Edible and products",,,
Offals and products,OtherMeatOffals,0,TRUE,"Offals, edible, buffaloes","Offals, edible, buffaloes",,"Offals, Edible and products",,,
Offals and products,OtherMeatOffals,0,TRUE,"Offals, pigs, edible","Offals, pigs, edible",,"Offals, Edible and products",,,
Offals and products,OtherMeatOffals,0,TRUE,"Offals, sheep,edible","Offals, sheep,edible",,"Offals, Edible and products",,,
Offals and products,OtherMeatOffals,0,TRUE,"Offals, edible, goats","Offals, edible, goats",,"Offals, Edible and products",,,
Offals and products,OtherMeatOffals,0,TRUE,"Offals, horses","Offals, horses",,"Offals, Edible and products",,,
Offals and products,OtherMeatOffals,0,TRUE,"Offals, edible, camels","Offals, edible, camels",,"Offals, Edible and products",,,
Offals and products,OtherMeatOffals,0,TRUE,"Offals, liver chicken","Offals, liver chicken",,"Offals, Edible and products",,,
Offals and products,OtherMeatOffals,0,TRUE,"Offals, liver geese","Offals, liver geese",,"Offals, Edible and products",,,
Offals and products,OtherMeatOffals,0,TRUE,"Offals, liver duck","Offals, liver duck",,"Offals, Edible and products",,,
Offals and products,OtherMeatOffals,0,TRUE,"Offals, liver turkeys","Offals, liver turkeys",,"Offals, Edible and products",,,
Offals and products,OtherMeatOffals,0,TRUE,Offals nes,Offals nes,,"Offals, Edible and products",,,
Offals and products,OtherMeatOffals,0,TRUE,Liver prep.,Liver prep.,,"Offals, Edible and products",,,
Fat and products,OtherMeatFat,0,TRUE,"Fat, cattle","Fat, cattle",,"Fats, Animals, Raw and products",,,
Fat and products,OtherMeatFat,0,TRUE,"Fat, buffaloes","Fat, buffaloes",,"Fats, Animals, Raw and products",,,
Fat and products,OtherMeatFat,0,TRUE,"Fat, sheep","Fat, sheep",,"Fats, Animals, Raw and products",,,
Fat and products,OtherMeatFat,0,TRUE,"Fat, goats","Fat, goats",,"Fats, Animals, Raw and products",,,
Fat and products,OtherMeatFat,0,TRUE,"Fat, pigs","Fat, pigs",,"Fats, Animals, Raw and products",,,
Fat and products,OtherMeatFat,0,TRUE,"Fat, camels","Fat, camels",,"Fats, Animals, Raw and products",,,
Fat and products,OtherMeatFat,0,TRUE,"Fat, other camelids","Fat, other camelids",,"Fats, Animals, Raw and products",,,
Fat and products,OtherMeatFat,0,TRUE,"Oils, fats of animal nes","Oils, fats of animal nes",,"Fats, Animals, Raw and products",,,
Fat and products,OtherMeatFat,0,TRUE,Degras,Degras,,"Fats, Animals, Raw and products",,,
Fat and products,OtherMeatFat,0,TRUE,Grease incl. lanolin wool,Grease incl. lanolin wool,,"Fats, Animals, Raw and products",,,
Fat and products,OtherMeatFat,0,TRUE,"Fat nes, prepared","Fat nes, prepared",,"Fats, Animals, Raw and products",,,
Honey and products,Honey and products,0,TRUE,"Honey, natural","Honey, natural",,Honey and products,,,
NEC,"Beverages, fermented wheat",0,FALSE,"Beverages, fermented wheat","Beverages, fermented wheat",,,,,
NEC,"Beverages, fermented rice",0,FALSE,"Beverages, fermented rice","Beverages, fermented rice",,,,,
NEC,Beer of maize,0,FALSE,Beer of maize,Beer of maize,,,,,
NEC,Beer of millet,0,FALSE,Beer of millet,Beer of millet,,,,,
NEC,Beer of sorghum,0,FALSE,Beer of sorghum,Beer of sorghum,,,,,
NEC,Infant food,0,FALSE,Infant food,Infant food,,,,,
NEC,Fructose chemically pure,0,FALSE,Fructose chemically pure,Fructose chemically pure,,,,,
NEC,Maltose chemically pure,0,FALSE,Maltose chemically pure,Maltose chemically pure,,,,,
NEC,Maple sugar and syrups,0,FALSE,Maple sugar and syrups,Maple sugar and syrups,,,,,
NEC,"Fructose and syrup, other",0,FALSE,"Fructose and syrup, other","Fructose and syrup, other",,,,,
NEC,Glucose and dextrose,0,FALSE,Glucose and dextrose,Glucose and dextrose,,,,,
NEC,Lactose,0,FALSE,Lactose,Lactose,,,,,
NEC,Isoglucose,0,FALSE,Isoglucose,Isoglucose,,,,,
NEC,"Cake, others",0,FALSE,"Cake, others","Cake, others",,,,,
NEC,Cider etc,0,FALSE,Cider etc,Cider etc,,,,,
NEC,Wine,0,FALSE,Wine,Wine,,,,,
NEC,Vermouths & similar,0,FALSE,Vermouths & similar,Vermouths & similar,,,,,
NEC,Alcohol non food,0,FALSE,Alcohol non food,Alcohol non food,,,,,
NEC,"Beverages, distilled alcoholic",0,FALSE,"Beverages, distilled alcoholic","Beverages, distilled alcoholic",,,,,
NEC,"Tea, mate extracts",0,FALSE,"Tea, mate extracts","Tea, mate extracts",,,,,
NEC,"Gums, natural",0,FALSE,"Gums, natural","Gums, natural",,,,,
NEC,"Whey, condensed",0,FALSE,"Whey, condensed","Whey, condensed",,,,,
NEC,"Yoghurt, concentrated or not",0,FALSE,"Yoghurt, concentrated or not","Yoghurt, concentrated or not",,,,,
NEC,"Buttermilk, curdled, acidified milk",0,FALSE,"Buttermilk, curdled, acidified milk","Buttermilk, curdled, acidified milk",,,,,
NEC,"Whey, dry",0,FALSE,"Whey, dry","Whey, dry",,,,,
NEC,"Whey, cheese",0,FALSE,"Whey, cheese","Whey, cheese",,,,,
NEC,"Milk, products of natural constituents nes",0,FALSE,"Milk, products of natural constituents nes","Milk, products of natural constituents nes",,,,,
NEC,"Hides, cattle, fresh",0,FALSE,"Hides, cattle, fresh","Hides, cattle, fresh",,,,,
NEC,"Hides, buffalo, fresh",0,FALSE,"Hides, buffalo, fresh","Hides, buffalo, fresh",,,,,
NEC,"Wool, greasy",0,FALSE,"Wool, greasy","Wool, greasy",,,,,
NEC,"Skins, sheep, fresh",0,FALSE,"Skins, sheep, fresh","Skins, sheep, fresh",,,,,
NEC,"Skins, goat, fresh",0,FALSE,"Skins, goat, fresh","Skins, goat, fresh",,,,,
NEC,Beeswax,0,FALSE,Beeswax,Beeswax,,,,,
NEC,"Silk-worm cocoons, reelable",0,FALSE,"Silk-worm cocoons, reelable","Silk-worm cocoons, reelable",,,,,
NEC,"Silk, raw",0,FALSE,"Silk, raw","Silk, raw",,,,,
NEC,Food prep nes,0,FALSE,Food prep nes,Food prep nes,,,,,
NEC,"Margarine, liquid",0,FALSE,"Margarine, liquid","Margarine, liquid",,,,,
NEC,"Margarine, short",0,FALSE,"Margarine, short","Margarine, short",,,,,
NEC,"Oil, boiled etc",0,FALSE,"Oil, boiled etc","Oil, boiled etc",,,,,
NEC,"Oil, hydrogenated",0,FALSE,"Oil, hydrogenated","Oil, hydrogenated",,,,,
NEC,Fatty acids,0,FALSE,Fatty acids,Fatty acids,,,,,
NEC,Fatty substance residues,0,FALSE,Fatty substance residues,Fatty substance residues,,,,,
NEC,"Vegetable products, fresh or dry n.e.c.",0,FALSE,"Vegetable products, fresh or dry n.e.c.","Vegetable products, fresh or dry n.e.c.",,,,,
NEC,Mango pulp,0,FALSE,Mango pulp,Mango pulp,,,,,
NEC,Other non-alcoholic caloric beverages,0,FALSE,Other non-alcoholic caloric beverages,Other non-alcoholic caloric beverages,,,,,
NEC,Cocoa husks and shells,0,FALSE,Cocoa husks and shells,Cocoa husks and shells,,,,,
NEC,"Green tea (not fermented), black tea (fermented) and partly fermented tea, in immediate packings of a content not exceeding 3 kg",0,FALSE,"Green tea (not fermented), black tea (fermented) and partly fermented tea, in immediate packings of a content not exceeding 3 kg","Green tea (not fermented), black tea (fermented) and partly fermented tea, in immediate packings of a content not exceeding 3 kg",,,,,
NEC,Standardized milk,0,FALSE,Standardized milk,Standardized milk,,,,,
